Command finished with exit code 0.
Command output:
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/pythoncapi_compat.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/pythonsupport.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/pythonsupport.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/set_ops.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/static_data.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/static_data.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/str_extra_ops.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/str_extra_ops.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/str_ops.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/strings/librt_strings.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/strings/librt_strings.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/strings/librt_strings_common.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/stringwriter_extra_ops.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/stringwriter_extra_ops.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/time/librt_time.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/time/librt_time.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/tuple_ops.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/librt_vecs.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/librt_vecs.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_bool.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_float.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_i16.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_i32.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_i64.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_nested.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_t.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_template.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vec_u8.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs/vecs_internal.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs_extra_ops.c'
rm '.venv/lib/python3.12/site-packages/mypyc/lib-rt/vecs_extra_ops.h'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__init__.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__pycache__/int_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__pycache__/list_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__pycache__/misc_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/__pycache__/registry.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/int_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/int_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/list_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/list_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/misc_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/misc_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/registry.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/lower/registry.py'
rm '.venv/lib/python3.12/site-packages/mypyc/namegen.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/namegen.py'
rm '.venv/lib/python3.12/site-packages/mypyc/options.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/options.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__init__.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/bytearray_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/bytes_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/dict_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/exc_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/float_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/generic_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/int_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/librt_strings_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/librt_time_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/librt_vecs_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/list_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/misc_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/registry.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/set_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/str_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/tuple_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/__pycache__/weakref_ops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/bytearray_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/bytearray_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/bytes_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/bytes_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/dict_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/dict_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/exc_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/exc_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/float_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/float_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/generic_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/generic_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/int_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/int_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/librt_strings_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/librt_strings_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/librt_time_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/librt_time_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/librt_vecs_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/librt_vecs_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/list_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/list_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/misc_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/misc_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/registry.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/registry.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/set_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/set_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/str_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/str_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/tuple_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/tuple_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/weakref_ops.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/primitives/weakref_ops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/py.typed'
rm '.venv/lib/python3.12/site-packages/mypyc/rt_subtype.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/rt_subtype.py'
rm '.venv/lib/python3.12/site-packages/mypyc/sametype.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/sametype.py'
rm '.venv/lib/python3.12/site-packages/mypyc/subtype.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/subtype.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/librt_cache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_alwaysdefined.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_analysis.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_annotate.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_capsule_deps.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_cheader.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_commandline.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_emit.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_emitclass.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_emitfunc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_emitwrapper.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_external.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_irbuild.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_ircheck.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_literals.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_lowering.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_misc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_namegen.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_optimizations.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_pprint.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_rarray.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_refcount.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_run.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_serialization.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_statement.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_struct.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_tuplename.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/test_typeops.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/__pycache__/testutil.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/test/config.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/librt_cache.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_alwaysdefined.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_analysis.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_annotate.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_capsule_deps.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_cheader.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_commandline.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_emit.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_emitclass.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_emitfunc.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_emitwrapper.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_exceptions.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_external.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_irbuild.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_ircheck.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_literals.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_lowering.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_misc.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_namegen.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_optimizations.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_pprint.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_rarray.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_refcount.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_run.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_serialization.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_statement.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_struct.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_tuplename.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/test_typeops.py'
rm '.venv/lib/python3.12/site-packages/mypyc/test/testutil.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__init__.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/copy_propagation.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/flag_elimination.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/ir_transform.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/log_trace.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/lower.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/refcount.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/spill.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/__pycache__/uninit.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/copy_propagation.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/copy_propagation.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/exceptions.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/exceptions.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/flag_elimination.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/flag_elimination.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/ir_transform.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/ir_transform.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/log_trace.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/log_trace.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/lower.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/lower.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/refcount.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/refcount.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/spill.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/spill.py'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/uninit.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypyc/transform/uninit.py'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/licenses/LICENSE.APACHE'
rm '.venv/lib/python3.12/site-packages/packaging-26.1.dist-info/licenses/LICENSE.BSD'
rm '.venv/lib/python3.12/site-packages/packaging/__init__.py'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/_elffile.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/_manylinux.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/_musllinux.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/_parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/_tokenizer.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/dependency_groups.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/direct_url.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/errors.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/markers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/metadata.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/pylock.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/requirements.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/specifiers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/tags.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/__pycache__/version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/_elffile.py'
rm '.venv/lib/python3.12/site-packages/packaging/_manylinux.py'
rm '.venv/lib/python3.12/site-packages/packaging/_musllinux.py'
rm '.venv/lib/python3.12/site-packages/packaging/_parser.py'
rm '.venv/lib/python3.12/site-packages/packaging/_tokenizer.py'
rm '.venv/lib/python3.12/site-packages/packaging/dependency_groups.py'
rm '.venv/lib/python3.12/site-packages/packaging/direct_url.py'
rm '.venv/lib/python3.12/site-packages/packaging/errors.py'
rm '.venv/lib/python3.12/site-packages/packaging/licenses/__init__.py'
rm '.venv/lib/python3.12/site-packages/packaging/licenses/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/licenses/__pycache__/_spdx.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/packaging/licenses/_spdx.py'
rm '.venv/lib/python3.12/site-packages/packaging/markers.py'
rm '.venv/lib/python3.12/site-packages/packaging/metadata.py'
rm '.venv/lib/python3.12/site-packages/packaging/py.typed'
rm '.venv/lib/python3.12/site-packages/packaging/pylock.py'
rm '.venv/lib/python3.12/site-packages/packaging/requirements.py'
rm '.venv/lib/python3.12/site-packages/packaging/specifiers.py'
rm '.venv/lib/python3.12/site-packages/packaging/tags.py'
rm '.venv/lib/python3.12/site-packages/packaging/utils.py'
rm '.venv/lib/python3.12/site-packages/packaging/version.py'
rm '.venv/lib/python3.12/site-packages/pathspec-1.1.0.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/pathspec-1.1.0.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/pathspec-1.1.0.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/pathspec-1.1.0.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/pathspec-1.1.0.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/pathspec/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/_meta.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/_typing.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/_version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/backend.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/gitignore.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/pathspec.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/pattern.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/__pycache__/util.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/__pycache__/_utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/__pycache__/agg.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/_utils.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/agg.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/__pycache__/_base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/__pycache__/gitignore.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/__pycache__/pathspec.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/_base.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/base.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/gitignore.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/hyperscan/pathspec.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/__pycache__/_base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/__pycache__/gitignore.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/__pycache__/pathspec.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/_base.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/base.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/gitignore.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/re2/pathspec.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/simple/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/simple/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/simple/__pycache__/gitignore.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/simple/__pycache__/pathspec.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/simple/gitignore.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_backends/simple/pathspec.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_meta.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_typing.py'
rm '.venv/lib/python3.12/site-packages/pathspec/_version.py'
rm '.venv/lib/python3.12/site-packages/pathspec/backend.py'
rm '.venv/lib/python3.12/site-packages/pathspec/gitignore.py'
rm '.venv/lib/python3.12/site-packages/pathspec/pathspec.py'
rm '.venv/lib/python3.12/site-packages/pathspec/pattern.py'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/__pycache__/gitwildmatch.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/__init__.py'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/__pycache__/basic.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/__pycache__/spec.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/base.py'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/basic.py'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitignore/spec.py'
rm '.venv/lib/python3.12/site-packages/pathspec/patterns/gitwildmatch.py'
